order_id;product_id;unitprice;quantity;customer_id;orderdate;employee_id;deliverydate
13037;15;1169,37;51;54;24-04-2019;1;2019-04-25 00:00:00
10546;6;647,54;46;125;30-01-2019;7;2019-01-31 00:00:00
11024;5;217,87;45;59;02-05-2020;1;2020-05-03 00:00:00
10327;1;524,16;55;193;23-12-2020;9;2020-12-24 00:00:00
14878;19;21,42;99;97;14-06-2020;3;2020-06-15 00:00:00
12971;14;170,28;75;199;12-01-2019;8;2019-01-13 00:00:00
10148;12;509,05;83;41;02-07-2021;2;2021-07-03 00:00:00
11632;10;438,76;81;30;22-06-2019;10;2019-06-23 00:00:00
13445;6;817,41;68;145;12-10-2021;2;2021-10-13 00:00:00
10123;18;928,23;54;79;26-08-2019;4;2019-08-27 00:00:00
10111;1;554,15;89;48;01-12-2021;9;2021-12-02 00:00:00
14629;11;1014,96;47;38;22-03-2021;5;2021-03-23 00:00:00
13682;6;371,34;46;150;26-04-2021;5;2021-04-27 00:00:00
14874;9;1176,08;33;142;19-05-2019;1;2019-05-20 00:00:00
11557;16;598,65;10;129;15-10-2021;1;2021-10-16 00:00:00
12553;16;1000,02;55;99;07-05-2020;6;2020-05-08 00:00:00
13128;14;1143,63;81;189;09-02-2021;5;2021-02-10 00:00:00
12921;9;666,88;80;184;15-03-2021;1;2021-03-16 00:00:00
11604;4;1114,05;43;118;17-10-2019;8;2019-10-18 00:00:00
11109;0;551,22;14;71;03-07-2020;6;2020-07-04 00:00:00
12073;9;882,24;29;39;05-03-2019;8;2019-03-06 00:00:00
12598;15;1140,4;100;43;21-01-2021;2;2021-01-22 00:00:00
10335;9;861,5;88;54;02-07-2019;6;2019-07-03 00:00:00
11028;8;819,26;50;68;15-07-2020;10;2020-07-16 00:00:00
13625;12;305,18;10;101;18-10-2020;7;2020-10-19 00:00:00
12136;17;872,67;78;134;11-11-2019;6;2019-11-12 00:00:00
11958;20;868,11;39;61;22-08-2020;9;2020-08-23 00:00:00
10706;9;1184,54;53;54;25-04-2020;2;2020-04-26 00:00:00
12607;0;62,45;28;27;08-08-2021;5;2021-08-09 00:00:00
10177;15;23,43;80;188;17-08-2021;3;2021-08-18 00:00:00
12495;10;518,06;100;19;19-01-2020;10;2020-01-20 00:00:00
12122;13;467,31;84;183;12-03-2019;6;2019-03-13 00:00:00
11896;20;593,28;22;10;04-07-2020;7;2020-07-05 00:00:00
11597;6;807,73;42;10;22-09-2020;1;2020-09-23 00:00:00
12676;0;378,06;41;115;05-02-2019;6;2019-02-06 00:00:00
11960;17;941,05;31;51;29-08-2020;8;2020-08-30 00:00:00
14970;10;604,89;64;103;27-04-2020;5;2020-04-28 00:00:00
12561;4;619,19;27;112;30-07-2021;4;2021-07-31 00:00:00
10705;13;1092,14;3;128;27-12-2019;2;2019-12-28 00:00:00
13573;3;1097,58;86;70;26-02-2021;1;2021-02-27 00:00:00
12828;5;931,73;48;47;09-02-2020;8;2020-02-10 00:00:00
12958;4;1159,88;77;102;29-11-2021;7;2021-11-30 00:00:00
12049;2;1087,05;5;188;04-02-2020;9;2020-02-05 00:00:00
13185;10;701,98;56;137;31-07-2020;1;2020-08-01 00:00:00
10193;15;548,99;95;177;10-02-2020;9;2020-02-11 00:00:00
12197;8;1146,97;23;36;07-03-2019;9;2019-03-08 00:00:00
13270;7;749,93;57;20;28-06-2019;7;2019-06-29 00:00:00
13395;13;230,53;92;100;10-11-2020;5;2020-11-11 00:00:00
11984;2;251,59;76;181;17-02-2019;8;2019-02-18 00:00:00
11819;20;88,47;87;36;22-12-2020;2;2020-12-23 00:00:00
10962;16;875,38;84;43;25-05-2020;9;2020-05-26 00:00:00
11396;15;415,64;78;73;08-08-2021;3;2021-08-09 00:00:00
12490;4;666,28;17;93;31-12-2018;9;2019-01-01 00:00:00
11768;0;238,31;87;156;10-06-2019;2;2019-06-11 00:00:00
12453;3;564,98;39;150;06-02-2019;7;2019-02-07 00:00:00
12186;15;633,88;91;172;01-06-2019;3;2019-06-02 00:00:00
12402;13;331,93;54;161;05-12-2020;6;2020-12-06 00:00:00
12160;11;675,22;83;103;01-12-2021;2;2021-12-02 00:00:00
13097;7;530,21;12;51;02-05-2021;4;2021-05-03 00:00:00
14221;20;87,57;85;67;05-10-2021;9;2021-10-06 00:00:00
13828;15;502,87;55;95;12-10-2020;2;2020-10-13 00:00:00
13092;11;824,92;81;64;01-01-2019;8;2019-01-02 00:00:00
12247;16;939,46;49;166;29-05-2019;7;2019-05-30 00:00:00
12877;10;362,19;82;73;17-04-2019;10;2019-04-18 00:00:00
13796;18;1243,21;20;91;14-06-2021;2;2021-06-15 00:00:00
10968;7;312,59;46;24;31-03-2021;2;2021-04-01 00:00:00
10390;8;258,37;80;155;22-10-2019;10;2019-10-23 00:00:00
12086;15;1211,48;69;50;28-11-2020;1;2020-11-29 00:00:00
14645;7;23,45;9;188;19-03-2019;1;2019-03-20 00:00:00
12084;11;388,47;94;53;11-09-2020;8;2020-09-12 00:00:00
13148;16;1058,5;79;155;05-04-2019;2;2019-04-06 00:00:00
14986;2;967,47;46;161;13-09-2020;4;2020-09-14 00:00:00
12490;19;737,76;62;39;09-12-2021;2;2021-12-10 00:00:00
13716;19;135,45;90;187;08-06-2020;3;2020-06-09 00:00:00
14543;2;1079,47;16;2;16-12-2020;7;2020-12-17 00:00:00
11448;17;36,38;82;57;04-02-2019;5;2019-02-05 00:00:00
12443;3;978,72;28;66;25-10-2021;5;2021-10-26 00:00:00
10806;3;662,34;83;144;11-12-2019;6;2019-12-12 00:00:00
13428;2;894,03;49;181;29-05-2020;6;2020-05-30 00:00:00
12735;8;833,2;9;196;07-05-2019;8;2019-05-08 00:00:00
12791;13;342,16;86;5;10-08-2019;10;2019-08-11 00:00:00
13563;13;1180,5;13;21;30-12-2020;3;2020-12-31 00:00:00
12362;16;534,33;100;51;14-04-2020;2;2020-04-15 00:00:00
14008;20;949,48;50;44;20-07-2021;3;2021-07-21 00:00:00
14743;2;1052,63;80;116;12-04-2020;3;2020-04-13 00:00:00
12869;13;245,46;28;175;16-06-2021;1;2021-06-17 00:00:00
14202;1;650,7;87;29;20-12-2019;5;2019-12-21 00:00:00
12474;3;819,08;96;80;25-10-2020;10;2020-10-26 00:00:00
12092;2;49,23;100;152;09-09-2021;6;2021-09-10 00:00:00
10224;11;1088,09;94;184;23-10-2020;8;2020-10-24 00:00:00
10413;18;791,14;12;44;17-02-2020;3;2020-02-18 00:00:00
14398;9;547,34;10;141;13-01-2020;7;2020-01-14 00:00:00
13527;11;174,61;10;8;11-08-2020;1;2020-08-12 00:00:00
12454;3;410,3;49;26;30-01-2021;9;2021-01-31 00:00:00
13617;10;153,9;37;180;03-02-2019;10;2019-02-04 00:00:00
12200;13;907;24;200;02-04-2020;4;2020-04-03 00:00:00
11920;15;1068,56;98;191;13-12-2018;6;2018-12-14 00:00:00
13615;20;482,38;96;56;31-03-2019;9;2019-04-01 00:00:00
11706;14;490,31;1;75;30-06-2020;9;2020-07-01 00:00:00
10630;12;1050,7;54;146;28-10-2019;7;2019-10-29 00:00:00
14094;20;180,78;51;80;02-06-2021;1;2021-06-03 00:00:00
11871;2;409,95;76;5;19-10-2019;10;2019-10-20 00:00:00
11144;1;188,52;97;133;30-07-2021;7;2021-07-31 00:00:00
13135;1;888,15;69;57;21-05-2020;1;2020-05-22 00:00:00
10289;8;184,06;87;87;14-09-2020;1;2020-09-15 00:00:00
10125;13;1183,08;83;62;15-12-2020;7;2020-12-16 00:00:00
12321;18;762,61;70;104;20-02-2021;1;2021-02-21 00:00:00
13555;4;231,89;68;151;18-08-2021;10;2021-08-19 00:00:00
11247;16;677,24;9;12;04-10-2020;2;2020-10-05 00:00:00
11240;5;227,27;9;39;29-09-2019;10;2019-09-30 00:00:00
11064;17;461,69;64;185;25-07-2021;6;2021-07-26 00:00:00
13271;15;193,93;29;97;22-04-2020;2;2020-04-23 00:00:00
14878;17;1055,46;78;90;23-11-2020;5;2020-11-24 00:00:00
12290;7;10,42;73;181;20-12-2020;3;2020-12-21 00:00:00
11404;4;723,05;88;171;21-06-2021;7;2021-06-22 00:00:00
11135;8;496,41;20;79;06-11-2020;7;2020-11-07 00:00:00
14826;0;1223,58;73;173;12-09-2019;6;2019-09-13 00:00:00
12307;15;802,65;82;63;09-09-2020;6;2020-09-10 00:00:00
14769;18;347,68;23;47;25-11-2021;6;2021-11-26 00:00:00
12607;16;714,59;22;67;03-04-2019;7;2019-04-04 00:00:00
12993;6;326,99;88;65;13-01-2021;8;2021-01-14 00:00:00
10399;5;169,01;72;193;05-10-2020;6;2020-10-06 00:00:00
13769;15;1230,93;32;193;22-03-2021;9;2021-03-23 00:00:00
12611;15;1131,78;26;190;30-11-2021;2;2021-12-01 00:00:00
14212;0;287;88;76;22-07-2021;1;2021-07-23 00:00:00
10762;8;1108,73;1;36;03-03-2020;1;2020-03-04 00:00:00
10934;0;462,65;12;79;06-08-2020;5;2020-08-07 00:00:00
14583;17;825,03;85;122;13-11-2019;7;2019-11-14 00:00:00
14872;4;43,63;50;41;22-01-2021;7;2021-01-23 00:00:00
14017;6;19,89;78;61;06-12-2021;6;2021-12-07 00:00:00
12326;8;921,37;46;74;24-06-2021;2;2021-06-25 00:00:00
14078;2;1178,63;3;53;20-02-2019;3;2019-02-21 00:00:00
12778;0;294,82;85;43;20-02-2020;3;2020-02-21 00:00:00
10305;0;890,36;57;95;11-06-2019;1;2019-06-12 00:00:00
14840;9;461,9;30;161;17-01-2020;3;2020-01-18 00:00:00
11456;19;975,71;93;55;02-02-2020;8;2020-02-03 00:00:00
12837;7;321,17;49;196;11-11-2019;1;2019-11-12 00:00:00
11759;4;651,78;86;9;24-11-2021;9;2021-11-25 00:00:00
14829;3;568,54;19;157;25-12-2020;2;2020-12-26 00:00:00
10419;6;129,24;66;44;25-01-2021;6;2021-01-26 00:00:00
11139;3;387,66;22;26;24-01-2020;1;2020-01-25 00:00:00
10873;6;889,84;70;83;30-01-2020;3;2020-01-31 00:00:00
13864;2;716,47;39;78;15-09-2021;8;2021-09-16 00:00:00
14532;2;1237,7;95;46;14-05-2019;7;2019-05-15 00:00:00
14070;1;200,16;11;123;29-07-2020;6;2020-07-30 00:00:00
10666;14;568,93;52;163;23-09-2021;2;2021-09-24 00:00:00
13347;8;1241,33;21;76;04-07-2020;4;2020-07-05 00:00:00
13181;6;502,29;41;155;23-02-2020;5;2020-02-24 00:00:00
11115;2;627,07;84;32;19-04-2020;4;2020-04-20 00:00:00
13298;18;443,42;59;138;05-02-2020;5;2020-02-06 00:00:00
10061;14;189,67;49;156;08-10-2019;9;2019-10-09 00:00:00
10605;20;1137,15;22;20;19-05-2021;7;2021-05-20 00:00:00
11338;9;165,07;61;189;03-05-2019;7;2019-05-04 00:00:00
13742;1;882,82;4;162;17-02-2020;2;2020-02-18 00:00:00
12463;5;830,47;16;175;20-08-2021;5;2021-08-21 00:00:00
12255;11;318,74;24;60;12-04-2021;1;2021-04-13 00:00:00
10049;9;779,98;100;7;29-01-2020;8;2020-01-30 00:00:00
13710;2;395,04;85;197;14-12-2019;3;2019-12-15 00:00:00
12587;9;1164,86;98;5;13-12-2019;10;2019-12-14 00:00:00
10551;2;476,44;66;171;02-12-2020;2;2020-12-03 00:00:00
14514;3;787,36;36;68;02-12-2021;7;2021-12-03 00:00:00
14465;16;402,4;40;134;26-07-2020;4;2020-07-27 00:00:00
13630;10;22,21;66;44;15-03-2020;5;2020-03-16 00:00:00
10667;4;296,81;21;132;17-07-2021;1;2021-07-18 00:00:00
13851;1;203,22;34;61;16-02-2021;4;2021-02-17 00:00:00
10332;1;654,82;83;63;13-02-2020;1;2020-02-14 00:00:00
13232;19;962,35;3;62;02-08-2020;7;2020-08-03 00:00:00
10505;2;630,36;32;1;14-03-2020;10;2020-03-15 00:00:00
11846;7;52,52;37;17;04-06-2020;6;2020-06-05 00:00:00
12043;0;960,48;49;159;19-01-2019;1;2019-01-20 00:00:00
12367;19;1034,86;91;158;12-06-2021;3;2021-06-13 00:00:00
14415;15;789,37;64;97;13-08-2019;4;2019-08-14 00:00:00
12582;3;688,64;46;47;08-08-2021;3;2021-08-09 00:00:00
11104;14;1125,29;85;88;25-04-2020;4;2020-04-26 00:00:00
14825;13;443,46;75;129;30-09-2020;5;2020-10-01 00:00:00
13923;13;659,15;97;186;02-11-2020;3;2020-11-03 00:00:00
14144;19;510,74;46;66;27-03-2021;2;2021-03-28 00:00:00
14162;14;606,56;1;79;12-01-2019;4;2019-01-13 00:00:00
14712;11;685,88;69;174;23-02-2020;3;2020-02-24 00:00:00
10746;19;544,31;32;147;22-01-2020;1;2020-01-23 00:00:00
13661;20;838,62;47;199;10-05-2019;7;2019-05-11 00:00:00
11392;20;996,94;78;66;25-02-2019;5;2019-02-26 00:00:00
12713;10;955,71;57;24;07-04-2019;9;2019-04-08 00:00:00
11704;0;237,44;95;58;20-11-2021;10;2021-11-21 00:00:00
10611;8;560,54;36;65;02-08-2019;3;2019-08-03 00:00:00
11424;6;1155,83;31;146;05-07-2019;7;2019-07-06 00:00:00
11336;14;471,69;27;83;09-01-2020;1;2020-01-10 00:00:00
13564;7;247,59;70;17;10-10-2019;9;2019-10-11 00:00:00
14806;7;634,91;44;115;25-09-2021;6;2021-09-26 00:00:00
12125;18;886,64;2;99;28-05-2019;3;2019-05-29 00:00:00
13416;9;220,36;40;122;22-02-2019;8;2019-02-23 00:00:00
11283;6;110,76;12;135;30-03-2019;6;2019-03-31 00:00:00
12318;9;769,55;69;102;30-08-2019;5;2019-08-31 00:00:00
11603;5;1098,52;9;194;28-05-2021;2;2021-05-29 00:00:00
10936;0;643,17;83;141;11-08-2019;3;2019-08-12 00:00:00
14299;2;162,27;72;117;31-05-2020;10;2020-06-01 00:00:00
12154;17;535,33;94;74;31-08-2021;9;2021-09-01 00:00:00
11206;1;1234,6;34;100;17-04-2020;1;2020-04-18 00:00:00
10652;15;21,95;91;170;05-11-2021;4;2021-11-06 00:00:00
14116;6;382,09;54;171;27-12-2018;3;2018-12-28 00:00:00
10469;1;1008,03;37;156;04-10-2020;3;2020-10-05 00:00:00
12589;7;639,65;78;178;08-03-2020;2;2020-03-09 00:00:00
12066;10;408,67;33;111;07-11-2020;10;2020-11-08 00:00:00
10947;6;1019,9;91;195;23-05-2019;2;2019-05-24 00:00:00
11293;13;479,38;71;47;26-12-2020;2;2020-12-27 00:00:00
13437;12;1083,18;14;106;03-08-2020;7;2020-08-04 00:00:00
14722;20;336,86;77;15;07-08-2019;5;2019-08-08 00:00:00
14920;12;557,93;100;166;20-04-2021;7;2021-04-21 00:00:00
10616;7;915;22;109;14-11-2020;10;2020-11-15 00:00:00
14609;7;1203,31;94;16;20-01-2020;8;2020-01-21 00:00:00
14405;2;756,33;79;101;19-01-2020;1;2020-01-20 00:00:00
10151;6;261,49;80;187;01-11-2020;8;2020-11-02 00:00:00
10713;7;336,76;21;99;18-10-2021;6;2021-10-19 00:00:00
14979;8;991,96;74;43;28-06-2019;10;2019-06-29 00:00:00
11964;19;28,48;63;82;15-07-2021;9;2021-07-16 00:00:00
11561;2;728,63;26;164;25-10-2021;10;2021-10-26 00:00:00
10590;7;797,63;60;154;06-12-2020;8;2020-12-07 00:00:00
11014;20;481,12;11;154;27-07-2021;1;2021-07-28 00:00:00
14397;11;682,18;46;133;06-12-2021;2;2021-12-07 00:00:00
14785;13;534,99;28;88;15-11-2021;3;2021-11-16 00:00:00
14461;6;754,58;67;141;06-02-2021;1;2021-02-07 00:00:00
10789;4;918,48;39;178;08-07-2021;1;2021-07-09 00:00:00
10794;7;919,8;84;80;29-03-2019;4;2019-03-30 00:00:00
14798;9;737,59;6;71;29-07-2020;10;2020-07-30 00:00:00
12387;9;69,79;17;177;15-05-2019;4;2019-05-16 00:00:00
12846;3;850,21;100;158;08-01-2021;8;2021-01-09 00:00:00
14899;3;772,83;12;107;04-02-2021;7;2021-02-05 00:00:00
13099;16;321,16;15;134;10-09-2019;7;2019-09-11 00:00:00
13108;19;371,89;39;93;16-10-2021;5;2021-10-17 00:00:00
10270;20;701,76;59;190;14-12-2018;9;2018-12-15 00:00:00
11286;6;238,71;97;108;17-04-2019;7;2019-04-18 00:00:00
14403;10;150,27;58;6;15-07-2019;6;2019-07-16 00:00:00
12263;17;1052,42;71;145;25-05-2019;4;2019-05-26 00:00:00
12301;11;808,21;65;106;09-10-2020;9;2020-10-10 00:00:00
14711;3;584,85;79;59;08-08-2021;6;2021-08-09 00:00:00
12609;19;1190,95;28;44;10-05-2019;9;2019-05-11 00:00:00
12549;20;307,68;43;151;05-09-2020;3;2020-09-06 00:00:00
10634;7;814,33;48;126;19-11-2019;4;2019-11-20 00:00:00
13071;0;757,57;21;160;12-09-2020;4;2020-09-13 00:00:00
13743;12;745,41;88;147;16-02-2021;7;2021-02-17 00:00:00
11428;9;207,87;47;178;05-02-2021;7;2021-02-06 00:00:00
13846;13;571,68;61;182;28-09-2020;3;2020-09-29 00:00:00
12614;2;546,25;58;48;01-08-2020;7;2020-08-02 00:00:00
13692;16;1061,28;21;69;16-11-2021;8;2021-11-17 00:00:00
13425;18;527,3;50;62;21-05-2020;9;2020-05-22 00:00:00
11668;20;1208,33;23;166;13-08-2021;3;2021-08-14 00:00:00
10534;10;999,32;74;30;12-11-2021;5;2021-11-13 00:00:00
10218;14;908,97;47;78;28-02-2020;7;2020-02-29 00:00:00
12212;14;269,71;94;187;08-01-2020;9;2020-01-09 00:00:00
11801;15;1213,61;11;105;11-03-2020;1;2020-03-12 00:00:00
12674;5;458,52;97;112;22-06-2019;10;2019-06-23 00:00:00
11031;3;385,55;100;76;29-10-2020;1;2020-10-30 00:00:00
12086;0;1015,59;91;137;02-01-2020;4;2020-01-03 00:00:00
13160;4;520,43;29;116;02-03-2020;2;2020-03-03 00:00:00
11127;16;1168,83;10;79;28-11-2019;7;2019-11-29 00:00:00
14084;3;175,96;53;70;11-05-2021;9;2021-05-12 00:00:00
14664;6;536,65;40;123;12-06-2021;6;2021-06-13 00:00:00
10621;8;208,38;42;126;14-09-2021;6;2021-09-15 00:00:00
11566;4;950,1;64;163;22-03-2019;10;2019-03-23 00:00:00
12806;17;1229,88;16;123;08-10-2020;6;2020-10-09 00:00:00
11024;14;771,37;64;113;17-04-2019;7;2019-04-18 00:00:00
12770;18;807,24;72;19;09-03-2020;4;2020-03-10 00:00:00
12447;15;126,27;10;134;05-08-2021;9;2021-08-06 00:00:00
14822;4;323,78;43;197;17-04-2021;5;2021-04-18 00:00:00
14793;9;1184,88;81;10;27-01-2019;2;2019-01-28 00:00:00
12935;8;316,24;97;119;31-03-2021;3;2021-04-01 00:00:00
11403;8;631,88;89;178;30-04-2021;4;2021-05-01 00:00:00
14198;17;402,47;60;161;29-01-2021;3;2021-01-30 00:00:00
10662;2;735,85;100;20;07-07-2020;1;2020-07-08 00:00:00
12063;10;939,95;94;40;14-09-2021;4;2021-09-15 00:00:00
11856;18;559,72;50;122;29-05-2019;6;2019-05-30 00:00:00
12816;9;985,46;58;49;10-01-2019;9;2019-01-11 00:00:00
10411;18;34,01;74;155;09-02-2021;4;2021-02-10 00:00:00
10447;9;832,25;57;16;07-06-2021;10;2021-06-08 00:00:00
13592;11;560,86;86;41;27-10-2019;6;2019-10-28 00:00:00
13288;2;728,21;13;116;16-05-2019;10;2019-05-17 00:00:00
13967;20;933,46;93;174;04-07-2021;4;2021-07-05 00:00:00
13415;6;465,89;33;63;08-03-2020;3;2020-03-09 00:00:00
11304;9;812,58;100;186;02-05-2021;4;2021-05-03 00:00:00
10609;13;781,61;4;14;08-02-2021;3;2021-02-09 00:00:00
11101;8;953,13;70;175;28-04-2021;10;2021-04-29 00:00:00
10158;10;454,26;22;171;25-03-2019;3;2019-03-26 00:00:00
12863;14;979,37;7;56;13-08-2020;4;2020-08-14 00:00:00
10325;2;945,89;86;156;10-05-2020;7;2020-05-11 00:00:00
13379;2;980,08;69;77;02-11-2019;5;2019-11-03 00:00:00
10313;11;624,2;65;144;24-01-2021;6;2021-01-25 00:00:00
12644;8;89,07;76;160;23-07-2021;1;2021-07-24 00:00:00
12995;13;1000,85;56;127;19-05-2019;8;2019-05-20 00:00:00
13794;8;341,1;8;32;06-02-2019;6;2019-02-07 00:00:00
10244;16;253,63;78;32;04-11-2020;9;2020-11-05 00:00:00
13488;18;959,07;69;187;10-10-2019;2;2019-10-11 00:00:00
13961;1;600,68;6;67;15-05-2020;5;2020-05-16 00:00:00
10918;8;717,5;55;154;21-09-2020;4;2020-09-22 00:00:00
11280;4;999,79;20;54;27-07-2021;2;2021-07-28 00:00:00
10508;17;224,76;27;50;26-10-2020;3;2020-10-27 00:00:00
11528;15;1243,96;47;61;09-06-2019;2;2019-06-10 00:00:00
10154;18;680,97;28;199;22-04-2021;9;2021-04-23 00:00:00
13648;12;548,8;12;143;06-12-2020;3;2020-12-07 00:00:00
14846;8;76,52;81;77;13-06-2021;8;2021-06-14 00:00:00
13692;10;388,75;98;57;19-04-2020;9;2020-04-20 00:00:00
14480;11;1000,04;69;10;26-06-2020;8;2020-06-27 00:00:00
12300;16;606,86;86;144;02-09-2021;10;2021-09-03 00:00:00
14715;5;504,14;16;84;23-08-2019;8;2019-08-24 00:00:00
12389;6;1000,39;10;173;09-02-2021;6;2021-02-10 00:00:00
13454;6;211,12;81;167;04-06-2020;10;2020-06-05 00:00:00
11742;6;559,11;1;47;28-02-2020;3;2020-02-29 00:00:00
14313;6;1177,5;75;193;27-07-2021;2;2021-07-28 00:00:00
10151;18;98,19;43;161;03-01-2021;6;2021-01-04 00:00:00
10467;16;1197,29;71;195;04-05-2019;10;2019-05-05 00:00:00
13774;2;853,18;81;54;31-05-2021;1;2021-06-01 00:00:00
11403;13;1160,16;33;48;18-06-2019;2;2019-06-19 00:00:00
11531;4;176,18;41;84;13-08-2019;3;2019-08-14 00:00:00
11507;7;441,08;23;56;07-09-2021;3;2021-09-08 00:00:00
13144;5;681,25;86;174;09-10-2019;5;2019-10-10 00:00:00
12645;9;369,88;12;89;04-04-2019;8;2019-04-05 00:00:00
13172;20;1074,57;34;161;17-04-2021;1;2021-04-18 00:00:00
13833;16;190,68;45;82;28-06-2020;6;2020-06-29 00:00:00
14741;7;104,99;44;184;09-10-2021;5;2021-10-10 00:00:00
10749;18;341,83;43;68;17-06-2020;2;2020-06-18 00:00:00
13874;16;871,07;60;180;28-06-2021;10;2021-06-29 00:00:00
11839;12;792,71;82;193;19-10-2021;3;2021-10-20 00:00:00
14997;8;282,57;62;71;30-12-2018;2;2018-12-31 00:00:00
13231;17;192,32;88;194;05-03-2021;2;2021-03-06 00:00:00
14976;2;841,43;55;158;22-05-2021;1;2021-05-23 00:00:00
12892;2;399,42;67;77;23-09-2020;10;2020-09-24 00:00:00
11162;20;799,4;70;70;03-12-2020;6;2020-12-04 00:00:00
12528;6;1149,8;7;45;28-01-2019;3;2019-01-29 00:00:00
10119;9;1185,15;8;195;26-06-2019;7;2019-06-27 00:00:00
14307;2;496,06;2;159;04-09-2021;3;2021-09-05 00:00:00
10290;1;18,91;41;112;25-12-2018;9;2018-12-26 00:00:00
13939;10;166,48;6;119;08-02-2019;3;2019-02-09 00:00:00
14719;2;280,39;62;24;02-10-2020;10;2020-10-03 00:00:00
11772;20;216,64;99;97;09-08-2020;9;2020-08-10 00:00:00
11487;7;947,46;37;33;04-09-2020;2;2020-09-05 00:00:00
14407;16;86,61;40;7;05-02-2019;5;2019-02-06 00:00:00
14029;1;456,92;8;75;27-06-2021;6;2021-06-28 00:00:00
13194;11;1095,72;53;169;16-10-2021;5;2021-10-17 00:00:00
11847;8;106,03;74;15;06-06-2019;7;2019-06-07 00:00:00
11324;2;264,56;36;174;03-09-2021;1;2021-09-04 00:00:00
10309;2;292,67;11;33;24-08-2020;8;2020-08-25 00:00:00
12634;19;126,55;38;10;21-12-2020;4;2020-12-22 00:00:00
13694;12;669,91;37;198;04-10-2019;2;2019-10-05 00:00:00
12843;7;151,88;92;62;31-12-2019;5;2020-01-01 00:00:00
12840;19;414,01;87;70;15-03-2020;1;2020-03-16 00:00:00
13431;19;731,55;11;122;31-10-2019;3;2019-11-01 00:00:00
10556;19;1229,8;67;30;17-05-2020;5;2020-05-18 00:00:00
13631;10;140,49;98;1;29-10-2021;5;2021-10-30 00:00:00
10193;3;121,46;100;35;21-11-2020;1;2020-11-22 00:00:00
12281;15;190,55;97;35;20-04-2019;1;2019-04-21 00:00:00
11169;20;599,8;67;189;26-05-2021;7;2021-05-27 00:00:00
12536;0;381,22;95;137;27-12-2018;9;2018-12-28 00:00:00
12182;14;516,11;3;149;26-10-2019;6;2019-10-27 00:00:00
12905;17;1052,14;63;29;13-02-2020;6;2020-02-14 00:00:00
10178;13;31,87;18;176;13-01-2021;4;2021-01-14 00:00:00
12583;2;581,38;65;30;15-05-2019;6;2019-05-16 00:00:00
11445;9;260,86;59;46;25-12-2020;2;2020-12-26 00:00:00
11014;11;849,6;42;77;24-04-2021;6;2021-04-25 00:00:00
10063;3;40,71;29;158;20-11-2020;8;2020-11-21 00:00:00
10344;7;546,95;91;198;17-12-2019;9;2019-12-18 00:00:00
11117;20;1196,64;88;12;07-05-2019;10;2019-05-08 00:00:00
10563;20;220,78;45;72;30-04-2021;7;2021-05-01 00:00:00
10056;4;928,16;8;14;29-08-2021;9;2021-08-30 00:00:00
13675;6;263,13;56;169;11-02-2019;7;2019-02-12 00:00:00
11328;17;68,98;46;118;01-03-2020;10;2020-03-02 00:00:00
10536;14;382,23;15;187;24-06-2021;4;2021-06-25 00:00:00
11211;0;185,92;21;96;22-09-2019;8;2019-09-23 00:00:00
12227;20;1094,78;61;62;19-02-2019;2;2019-02-20 00:00:00
11767;14;438,83;5;4;02-07-2019;5;2019-07-03 00:00:00
10212;10;593,76;79;23;08-01-2020;7;2020-01-09 00:00:00
14135;13;1025,18;65;83;18-09-2021;2;2021-09-19 00:00:00
11799;15;755,84;11;40;26-07-2019;4;2019-07-27 00:00:00
14545;18;856,58;39;133;29-02-2020;3;2020-03-01 00:00:00
14417;16;682,94;6;74;08-04-2019;2;2019-04-09 00:00:00
11461;10;587,32;77;53;08-10-2020;7;2020-10-09 00:00:00
10445;20;1177,64;79;182;07-09-2020;8;2020-09-08 00:00:00
11985;1;862,91;66;143;25-07-2019;4;2019-07-26 00:00:00
10208;19;1194,17;43;94;20-11-2020;1;2020-11-21 00:00:00
14659;15;240,43;28;10;30-11-2019;2;2019-12-01 00:00:00
14555;16;1165,49;16;41;13-05-2020;1;2020-05-14 00:00:00
10331;16;277,5;84;76;05-04-2021;8;2021-04-06 00:00:00
12929;8;172,38;97;185;10-02-2020;10;2020-02-11 00:00:00
14453;15;809,12;77;53;18-06-2021;9;2021-06-19 00:00:00
12685;1;1204,82;13;78;15-06-2020;9;2020-06-16 00:00:00
13437;20;963,83;93;18;20-11-2021;8;2021-11-21 00:00:00
13694;2;279,71;95;71;09-08-2021;7;2021-08-10 00:00:00
10189;20;879,13;46;66;15-08-2021;4;2021-08-16 00:00:00
12416;19;150,14;56;46;29-03-2019;2;2019-03-30 00:00:00
10988;0;1078,45;72;170;20-02-2019;9;2019-02-21 00:00:00
10389;2;235,25;70;149;15-03-2019;7;2019-03-16 00:00:00
12267;2;293,35;27;59;17-11-2019;1;2019-11-18 00:00:00
13155;17;940,72;41;115;27-02-2020;7;2020-02-28 00:00:00
13282;20;709,02;20;166;26-10-2020;6;2020-10-27 00:00:00
12925;11;232,87;36;146;25-04-2020;9;2020-04-26 00:00:00
14105;16;526,7;34;121;15-07-2020;3;2020-07-16 00:00:00
11993;4;329,64;70;62;28-05-2020;5;2020-05-29 00:00:00
10010;13;409,89;48;147;28-06-2021;1;2021-06-29 00:00:00
13219;16;76,3;76;142;30-08-2020;7;2020-08-31 00:00:00
